vector_row,product_index,id,article,domain,price,description,characteristics_text
4167,2203,s3_265,,Furniture,74800,"Sofa black eco-leather sectional, u-shape","Product Type: Sofa; Color: black; Material: eco-leather; Features: sectional, u-shape"
4168,2204,s3_266,,Furniture,920,Placemat d=38 natural jute set of 4,Product Type: Placemat; Dimensions: d=38; Color: natural; Material: jute; Features: set of 4
4169,2205,s3_267,,Furniture,18400,Chandelier d=70 natural rattan boho,Product Type: Chandelier; Dimensions: d=70; Color: natural; Material: rattan; Features: boho
4170,2206,s3_268,,Furniture,3450,"Bedside table white mdf floating, wall-mount, slim","Product Type: Bedside table; Color: white; Material: mdf; Features: floating, wall-mount, slim"
4171,2207,s3_269,,Furniture,4800,"Coat rack Stella 180cm natural wood tree, 10-hooks","Product Type: Coat rack; Name: Stella; Dimensions: 180cm; Color: natural; Material: wood; Features: tree, 10-hooks"
4172,2208,s3_270,,Furniture,9800,"Cat tree Milano XL 180cm cream sisal 6-level, condo","Product Type: Cat tree; Name: Milano XL; Dimensions: 180cm; Color: cream; Material: sisal; Features: 6-level, condo"
4173,2209,s3_271,,Furniture,5800,Valet stand black metal mirror,Product Type: Valet stand; Color: black; Material: metal; Features: mirror
4174,2210,s3_272,,Furniture,248400,"Acoustic pod 160x120x230 navy fabric meeting, 2-person, led, vent","Product Type: Acoustic pod; Dimensions: 160x120x230; Color: navy; Material: fabric; Features: meeting, 2-person, led, vent"
4175,2211,s3_273,,Furniture,1850,"Pet stairs 35x40x40 grey foam 3-step, plush","Product Type: Pet stairs; Dimensions: 35x40x40; Color: grey; Material: foam; Features: 3-step, plush"
4176,2212,s3_274,,Furniture,6400,"Bookcase 80x30x200 white mdf tall, 5-shelves","Product Type: Bookcase; Dimensions: 80x30x200; Color: white; Material: mdf; Features: tall, 5-shelves"
4177,2213,s3_275,,Furniture,42800,"Dining set Verona grey rope, aluminum patio, 4-seater","Product Type: Dining set; Name: Verona; Color: grey; Material: rope, aluminum; Features: patio, 4-seater"
4178,2214,s3_276,,Furniture,4800,"Bedside table 50x40x60 black metal, wood industrial","Product Type: Bedside table; Dimensions: 50x40x60; Color: black; Material: metal, wood; Features: industrial"
4179,2215,s3_277,,Furniture,8400,"Dog bed Adeline 110x80 grey memory foam, foam orthopedic, xl","Product Type: Dog bed; Name: Adeline; Dimensions: 110x80; Color: grey; Material: memory foam, foam; Features: orthopedic, xl"
4180,2216,s3_278,,Furniture,2200,"Smart plug Verde outdoor, wifi, waterproof, set of 2","Product Type: Smart plug; Name: Verde; Features: outdoor, wifi, waterproof, set of 2"
4181,2217,s3_279,,Furniture,9400,"Futon mattress 90x200 natural cotton japanese, floor, foldable","Product Type: Futon mattress; Dimensions: 90x200; Color: natural; Material: cotton; Features: japanese, floor, foldable"
4182,2218,s3_280,,Furniture,14400,"Candle black metal chandelier, farmhouse, 6-lights","Product Type: Candle; Color: black; Material: metal; Features: chandelier, farmhouse, 6-lights"
4183,2219,s3_281,,Furniture,5400,"Parasol 2.7m navy double-canopy, upf50, crank","Product Type: Parasol; Dimensions: 2.7m; Color: navy; Features: double-canopy, upf50, crank"
4184,2220,s3_282,,Furniture,3800,Plaid 130x180 beige wool checkered,Product Type: Plaid; Dimensions: 130x180; Color: beige; Material: wool; Features: checkered
4185,2221,s3_283,,Furniture,2800,"Mirror d=30 gold metal set of 3, round","Product Type: Mirror; Dimensions: d=30; Color: gold; Material: metal; Features: set of 3, round"
4186,2222,s3_284,,Furniture,9200,"Ottoman 90x45x40 brown leather tray, top","Product Type: Ottoman; Dimensions: 90x45x40; Color: brown; Material: leather; Features: tray, top"
4187,2223,s3_285,,Furniture,11800,"Learning tower Verde white pine kids, convertible","Product Type: Learning tower; Name: Verde; Color: white; Material: pine; Features: kids, convertible"
4188,2224,s3_286,,Furniture,38000,Floor lamp beige tripod,Product Type: Floor lamp; Color: beige; Features: tripod
4189,2225,s3_287,,Furniture,4800,"Desk lamp beige brass, fabric tripod, shade","Product Type: Desk lamp; Color: beige; Material: brass, fabric; Features: tripod, shade"
4190,2226,s3_288,,Furniture,1450,"LED strip 5m rgb, wifi, remote","Product Type: LED strip; Dimensions: 5m; Features: rgb, wifi, remote"
4191,2227,s3_289,,Furniture,680,"Kitchen towel grey cotton set of 6, waffle","Product Type: Kitchen towel; Color: grey; Material: cotton; Features: set of 6, waffle"
4192,2228,s3_290,,Furniture,6800,Mattress topper 180x200 natural bamboo quilted,Product Type: Mattress topper; Dimensions: 180x200; Color: natural; Material: bamboo; Features: quilted
4193,2229,s3_291,,Furniture,1850,"Coat rack black metal standing, 5-hooks","Product Type: Coat rack; Color: black; Material: metal; Features: standing, 5-hooks"
4194,2230,s3_292,,Furniture,4400,"Stool Norton 65cm wood, walnut counter, minimal, japandi","Product Type: Stool; Name: Norton; Dimensions: 65cm; Material: wood, walnut; Features: counter, minimal, japandi"
4195,2231,s3_293,,Furniture,6200,Area rug 160x230 white shaggy,Product Type: Area rug; Dimensions: 160x230; Color: white; Features: shaggy
4196,2232,s3_294,,Furniture,9400,"Area rug 70x100 white sheepskin, real","Product Type: Area rug; Dimensions: 70x100; Color: white; Features: sheepskin, real"
4197,2233,s3_295,,Furniture,22400,"Area rug 240x340 burgundy wool persian, style","Product Type: Area rug; Dimensions: 240x340; Color: burgundy; Material: wool; Features: persian, style"
4198,2234,s3_296,,Furniture,5400,Ottoman 80x40x40 brown eco-leather storage,Product Type: Ottoman; Dimensions: 80x40x40; Color: brown; Material: eco-leather; Features: storage
4199,2235,s3_297,,Furniture,7200,"Nightstand Aria 45x35x50 walnut minimalist, floating, mount","Product Type: Nightstand; Name: Aria; Dimensions: 45x35x50; Material: walnut; Features: minimalist, floating, mount"
4200,2236,s3_298,,Furniture,2800,"Nightstand wenge mdf floating, wall-mount","Product Type: Nightstand; Color: wenge; Material: mdf; Features: floating, wall-mount"
4201,2237,s3_299,,Furniture,680,Throw pillow 50x50 emerald velvet,Product Type: Throw pillow; Dimensions: 50x50; Color: emerald; Material: velvet
4202,2238,s3_300,,Furniture,5400,"Chest 90x40x45 wood, walnut blanket, box, hinged","Product Type: Chest; Dimensions: 90x40x45; Material: wood, walnut; Features: blanket, box, hinged"
4203,2239,s3_301,,Furniture,28400,"Lounge chair Adeline ivory boucle, wood, walnut frame","Product Type: Lounge chair; Name: Adeline; Color: ivory; Material: boucle, wood, walnut; Features: frame"
4204,2240,s3_302,,Furniture,780,"Dreamcatcher d=40 ivory cotton boho, large, feathers, handmade","Product Type: Dreamcatcher; Dimensions: d=40; Color: ivory; Material: cotton; Features: boho, large, feathers, handmade"
4205,2241,s3_303,,Furniture,3200,"Bench natural bamboo shower, caddy, 3-tier, combo","Product Type: Bench; Color: natural; Material: bamboo; Features: shower, caddy, 3-tier, combo"
4206,2242,s3_304,,Furniture,5800,"Area rug 180x270 marble vinyl, print, easy-clean","Product Type: Area rug; Dimensions: 180x270; Material: marble; Features: vinyl, print, easy-clean"
4207,2243,s3_305,,Furniture,7400,"Bench Milano 160x40x45 wood, walnut dining","Product Type: Bench; Name: Milano; Dimensions: 160x40x45; Material: wood, walnut; Features: dining"
4208,2244,s3_306,,Furniture,4800,"Umbrella 2.7m navy beach, tilting, fringe","Product Type: Umbrella; Dimensions: 2.7m; Color: navy; Features: beach, tilting, fringe"
4209,2245,s3_307,,Furniture,1280,Pilates ring 38cm resistance,Product Type: Pilates ring; Dimensions: 38cm; Features: resistance
4210,2246,s3_308,,Furniture,12400,"Desk 140x60 black metal gaming, carbon, frame","Product Type: Desk; Dimensions: 140x60; Color: black; Material: metal; Features: gaming, carbon, frame"
4211,2247,s3_309,,Furniture,13800,"Accent chair rust, orange velvet barrel","Product Type: Accent chair; Color: rust, orange; Material: velvet; Features: barrel"
4212,2248,s3_310,,Furniture,94400,"Closet system Verona 240x60x220 walnut walk-in, led, 6-section","Product Type: Closet system; Name: Verona; Dimensions: 240x60x220; Material: walnut; Features: walk-in, led, 6-section"
4213,2249,s3_311,,Furniture,2200,"Pet bed 80x60 mesh, metal elevated, frame, outdoor","Product Type: Pet bed; Dimensions: 80x60; Material: mesh, metal; Features: elevated, frame, outdoor"
4214,2250,s3_312,,Furniture,9400,"Mirror Lyon 60x90 gold antique-style, baroque, oval","Product Type: Mirror; Name: Lyon; Dimensions: 60x90; Color: gold; Features: antique-style, baroque, oval"
4215,2251,s3_313,,Furniture,14400,"Garden bench 150x50 natural teak slat, outdoor, seating","Product Type: Garden bench; Dimensions: 150x50; Color: natural; Material: teak; Features: slat, outdoor, seating"
4216,2252,s3_314,,Furniture,5400,"Side table d=50 marble look, marble round","Product Type: Side table; Dimensions: d=50; Material: marble look, marble; Features: round"
4217,2253,s3_315,,Furniture,5400,Cat tree Milano 150cm grey multi-level,Product Type: Cat tree; Name: Milano; Dimensions: 150cm; Color: grey; Features: multi-level
4218,2254,s3_316,,Furniture,15400,"Coffee table 130x70x30cm, 1300x700x300 walnut low, japandi","Product Type: Coffee table; Dimensions: 130x70x30cm, 1300x700x300; Material: walnut; Features: low, japandi"
4219,2255,s3_317,,Furniture,15200,Peacock chair Adeline 100x70x150 grey-wash rattan high-back,Product Type: Peacock chair; Name: Adeline; Dimensions: 100x70x150; Color: grey-wash; Material: rattan; Features: high-back
4220,2256,s3_318,,Furniture,9800,"Room divider Verona 180x150 blue fabric privacy, screen, acoustic, 3-panel","Product Type: Room divider; Name: Verona; Dimensions: 180x150; Color: blue; Material: fabric; Features: privacy, screen, acoustic, 3-panel"
4221,2257,s3_319,,Furniture,19800,"Rocking chair Milano brown wicker lounge, footrest","Product Type: Rocking chair; Name: Milano; Color: brown; Material: wicker; Features: lounge, footrest"
4222,2258,s3_320,,Furniture,14800,"Mirror cabinet Lyon 80x15x70 white bathroom, led","Product Type: Mirror cabinet; Name: Lyon; Dimensions: 80x15x70; Color: white; Features: bathroom, led"
4223,2259,s3_321,,Furniture,9200,Office chair black mesh ergonomic,Product Type: Office chair; Color: black; Material: mesh; Features: ergonomic
4224,2260,s3_322,,Furniture,6800,"Dining chair mustard velvet, wood set of 2, legs","Product Type: Dining chair; Color: mustard; Material: velvet, wood; Features: set of 2, legs"
4225,2261,s3_323,,Furniture,7400,"Wall art 40x60 set of 4, mid-century, abstract, framed, each","Product Type: Wall art; Dimensions: 40x60; Features: set of 4, mid-century, abstract, framed, each"
4226,2262,s3_324,,Furniture,3450,"Mirror d=60 gold metal wall, round","Product Type: Mirror; Dimensions: d=60; Color: gold; Material: metal; Features: wall, round"
4227,2263,s3_325,,Furniture,28400,"Office chair Verona brown leather executive, high-back","Product Type: Office chair; Name: Verona; Color: brown; Material: leather; Features: executive, high-back"
4228,2264,s3_326,,Furniture,420,Throw pillow 40x40 terracotta cotton tassels,Product Type: Throw pillow; Dimensions: 40x40; Color: terracotta; Material: cotton; Features: tassels
4229,2265,s3_327,,Furniture,5400,"Mirror d=70 metal, brass wall, round, minimal, japandi","Product Type: Mirror; Dimensions: d=70; Material: metal, brass; Features: wall, round, minimal, japandi"
4230,2266,s3_328,,Furniture,42400,"Chair gaming, bundle, desk, rgb, combo","Product Type: Chair; Features: gaming, bundle, desk, rgb, combo"
4231,2267,s3_329,,Furniture,2800,"LED strip 5m smart, lighting, rgbic, music-sync, wifi, outdoor","Product Type: LED strip; Dimensions: 5m; Features: smart, lighting, rgbic, music-sync, wifi, outdoor"
4232,2268,s3_330,,Furniture,3800,Bar stool 50x50x85 brown eco-leather backrest,Product Type: Bar stool; Dimensions: 50x50x85; Color: brown; Material: eco-leather; Features: backrest
4233,2269,s3_331,,Furniture,5900,Coffee table Aria 110x55 wenge mdf,Product Type: Coffee table; Name: Aria; Dimensions: 110x55; Color: wenge; Material: mdf
4234,2270,s3_332,,Furniture,6800,"Bookcase 60x30x180cm walnut ladder, industrial","Product Type: Bookcase; Dimensions: 60x30x180cm; Material: walnut; Features: ladder, industrial"
4235,2271,s3_333,,Furniture,7400,"Runner rug 80x300 multicolor wool carpet, hallway, kilim","Product Type: Runner rug; Dimensions: 80x300; Color: multicolor; Material: wool; Features: carpet, hallway, kilim"
4236,2272,s3_334,,Furniture,2400,"Curtains 140x250 blue kids, stars, print, pair","Product Type: Curtains; Dimensions: 140x250; Color: blue; Features: kids, stars, print, pair"
4237,2273,s3_335,,Furniture,980,"Closet organizer beige canvas hanging, pockets","Product Type: Closet organizer; Color: beige; Material: canvas; Features: hanging, pockets"
4238,2274,s3_336,,Furniture,7400,Jewelry armoire 35x10x100 walnut wall-mount,Product Type: Jewelry armoire; Dimensions: 35x10x100; Material: walnut; Features: wall-mount
4239,2275,s3_337,,Furniture,9800,"Floor lamp Oslo grey brass, fabric shade","Product Type: Floor lamp; Name: Oslo; Color: grey; Material: brass, fabric; Features: shade"
4240,2276,s3_338,,Furniture,42400,"Dining set rattan patio, 4-seater, round","Product Type: Dining set; Material: rattan; Features: patio, 4-seater, round"
4241,2277,s3_339,,Furniture,6400,"Side table Milano d=50 walnut mid-century, tripod","Product Type: Side table; Name: Milano; Dimensions: d=50; Material: walnut; Features: mid-century, tripod"
4242,2278,s3_340,,Furniture,8800,"Learning tower natural bamboo kids, foldable","Product Type: Learning tower; Color: natural; Material: bamboo; Features: kids, foldable"
4243,2279,s3_341,,Furniture,1850,Bath mat terracotta cotton set of 3,Product Type: Bath mat; Color: terracotta; Material: cotton; Features: set of 3
4244,2280,s3_342,,Furniture,12400,Rocking chair Aria emerald velvet,Product Type: Rocking chair; Name: Aria; Color: emerald; Material: velvet
4245,2281,s3_343,,Furniture,14400,"Wall panel 60x60 grey felt acoustic, set of 6, cinema-grade","Product Type: Wall panel; Dimensions: 60x60; Color: grey; Material: felt; Features: acoustic, set of 6, cinema-grade"
4246,2282,s3_344,,Furniture,3450,Pendant light d=30 smoke glass globe,Product Type: Pendant light; Dimensions: d=30; Color: smoke; Material: glass; Features: globe
4247,2283,s3_345,,Furniture,2800,"Mat d=150 beige cotton play, round, boho","Product Type: Mat; Dimensions: d=150; Color: beige; Material: cotton; Features: play, round, boho"
4248,2284,s3_346,,Furniture,1450,"Pillowcase 50x70 white cotton pillow, case, set of 4, sateen","Product Type: Pillowcase; Dimensions: 50x70; Color: white; Material: cotton; Features: pillow, case, set of 4, sateen"
4249,2285,s3_347,,Furniture,28400,"Sun lounger black textilene, tilting, set of 4","Product Type: Sun lounger; Color: black; Features: textilene, tilting, set of 4"
4250,2286,s3_348,,Furniture,2400,"Shelf 30x30x50 wood, walnut diffuser, stand, essential, oil, tier","Product Type: Shelf; Dimensions: 30x30x50; Material: wood, walnut; Features: diffuser, stand, essential, oil, tier"
4251,2287,s3_349,,Furniture,47000,Office chair black mesh ergonomic,Product Type: Office chair; Color: black; Material: mesh; Features: ergonomic
4252,2288,s3_350,,Furniture,58400,"Recliner leather automatic, chocolate, power-lift, heated, massage","Product Type: Recliner; Material: leather; Features: automatic, chocolate, power-lift, heated, massage"
4253,2289,s3_351,,Furniture,4400,"Pendant light d=60 ivory paper-rice japandi, minimal, led","Product Type: Pendant light; Dimensions: d=60; Color: ivory; Material: paper-rice; Features: japandi, minimal, led"
4254,2290,s3_352,,Furniture,3800,"Foam roller 45cm foam textured, vibrating, rechargeable","Product Type: Foam roller; Dimensions: 45cm; Material: foam; Features: textured, vibrating, rechargeable"
4255,2291,s3_353,,Furniture,980,"Foam roller 33cm black epp, foam dense","Product Type: Foam roller; Dimensions: 33cm; Color: black; Material: epp, foam; Features: dense"
